0.0117,0.5102,0.4568,3.1964,0.0502,7.9434,9.8279,1.7773,1.2624,5.8466
0.0143,1.2562,4.059,0.3377,2.5029,0.0353,6.6308,7.7564,9.6416,0.0394
0.6419,0.6282,1.7265,0.7219,0.0845,5.4245,9.574,4.4303,1.4201,3.0712
0.4326,1.7658,1.8949,2.1353,0.8404,0.11,3.6705,0.8238,1.201,0.3521
0.0334,0.3256,1.0435,0.6084,0.5408,1.6635,5.8216,2.1067,0.4202,5.3277
0.0387,0.5059,0.1037,3.1291,0.0468,8.7129,9.6913,2.5636,0.3671,7.0485
0.327,0.9205,0.3705,3.1079,0.9578,0.9839,8.7582,8.8031,9.026,0.1415
0.0202,0.5991,1.8908,1.6514,0.0923,7.2173,9.6857,5.4245,8.837,0.6618
0.513,0.1808,0.427,0.7185,0.0188,8.7938,9.7754,6.207,7.043,0.4631
0.0123,0.4968,2.4211,0.9585,0.3761,4.577,9.6929,6.2782,5.5019,1.2891
0.0821,0.2314,0.1176,1.1779,0.0824,8.8316,9.6822,0.2348,0.1058,7.9033
0.0111,0.501,2.2776,0.511,0.1955,3.4143,9.5325,6.2662,5.8572,0.4321
0.0157,1.012,0.6453,3.2728,2.2158,0.1089,7.5469,6.8467,8.1431,0.3221
1.0423,0.9174,1.3031,1.9787,0.4022,7.113,9.2495,1.067,0.4222,6.4024
0.0435,0.125,0.295,0.6805,0.4788,8.2504,8.7139,1.8231,0.3619,7.5536
0.0226,0.7573,0.8582,2.607,0.1402,8.4496,9.1712,2.153,0.4474,5.0357
0.0186,0.6756,0.5215,3.046,0.0677,8.9029,9.7032,5.9374,7.7259,0.143
0.1571,0.9851,0.0933,4.395,0.3872,1.6132,8.3714,2.8461,3.7846,1.9997
0.0515,0.1427,0.8143,0.6134,0.06,8.8999,9.7273,0.8298,0.0656,8.829
0.0252,0.1557,1.2043,0.1952,0.0826,8.9678,9.7618,0.5213,2.3632,3.8324
0.0065,1.3873,3.4358,1.0933,0.5056,5.9322,9.3359,6.2662,8.7473,0.4291
0.6646,0.7442,1.3284,1.371,0.9209,4.291,9.5804,1.8346,0.4559,5.3584
0.0303,0.1354,0.2315,0.722,0.0191,7.6107,8.9492,1.575,0.1569,7.5898
0.0532,0.2159,0.9888,0.2091,0.0156,6.8485,8.7254,1.036,1.3857,5.6239
0.0228,0.1283,0.2717,0.1588,0.1271,7.3989,9.5114,1.3141,0.0855,6.7604
0.1119,7.0877,7.7753,0.9535,8.2548,0.0094,0.022,0.0904,0.0984,0.1545
0.5386,8.652,2.2677,3.9276,8.4311,0.0017,0.0206,0.1595,0.1223,0.0922
0.0339,0.5141,0.4217,1.0845,0.4308,2.5903,7.8019,1.333,1.0818,5.0315
0.0091,1.1091,0.996,3.9059,0.7068,4.7242,9.1439,0.9143,5.0372,0.5486
0.0112,0.9747,2.0352,2.4435,1.9535,0.614,8.7595,5.1788,5.0522,0.4356
0.0153,2.026,0.0256,3.8088,0.2405,1.087,6.7753,6.2064,4.9349,1.056
0.218,9.1483,0.8027,6.7805,8.7357,0.0015,0.0217,0.1055,0.1194,0.1027
1.3292,0.5233,1.1088,1.4071,0.3064,7.8622,7.0436,0.102,0.1884,8.661
0.0213,0.1448,0.6816,0.7657,0.1844,8.5451,9.5983,6.3677,2.4026,0.9842
0.0107,1.1727,3.5612,0.8329,0.4333,8.3275,8.832,2.6238,1.3435,3.9652
0.7216,9.0705,1.5611,3.6409,8.7077,0.0027,0.0183,0.2212,0.096,0.1138
0.0309,0.5586,2.1503,0.1649,1.1818,3.003,9.3006,6.3512,7.3228,0.099
0.0091,1.0938,0.5595,3.0781,0.5758,5.8684,9.4825,0.9257,0.5006,7.4432
0.006,2.2177,0.2902,4.6848,0.4893,5.5333,7.5255,1.8044,1.1096,5.0096
0.3757,1.3663,1.382,2.8577,1.2946,5.7887,9.1237,0.3187,0.1619,7.464
0.038,8.4257,8.2728,0.6036,8.5841,0.0024,0.0263,0.1404,0.1293,0.0927
0.2559,0.3482,0.729,1.6604,0.4354,7.5618,8.9531,4.1142,3.9257,1.0602
0.0062,1.6535,0.3482,4.7262,0.7217,6.1369,9.8021,7.8076,8.9068,0.2409
0.0272,0.0818,0.2709,0.383,0.1135,3.7423,9.6518,2.2217,1.5401,3.6586
0.0624,0.7502,1.0915,3.8812,0.1166,7.2786,9.0816,0.3142,0.1858,7.0849
0.5111,7.9657,5.8311,2.326,8.8006,0.0016,0.0354,0.3131,0.1154,0.104
0.8094,5.9979,5.4633,1.0943,8.3272,0.0027,0.0289,0.3094,0.1294,0.1109
0.3001,1.0594,0.3854,2.7263,0.2139,8.4592,9.558,1.5291,0.4099,7.7586
0.0196,0.4124,1.1503,0.2756,0.1083,6.2346,9.6992,3.2575,3.6859,2.1109
0.0326,0.138,0.9643,0.4116,0.1471,8.4011,8.6182,7.3968,3.5397,2.5008
0.0348,0.1416,0.1572,0.6647,0.0284,0.3661,8.7442,8.7768,9.213,0.0387
0.0187,0.3966,2.0895,0.0347,0.0322,8.7634,9.8741,4.7952,8.3067,0.0209
0.1514,0.6054,0.095,3.4707,0.0909,8.2205,9.0345,0.3945,0.0107,7.1128
0.0124,0.5773,0.3446,2.9355,0.2001,0.2667,7.933,7.02,7.0553,0.1626
0.0092,2.8423,0.337,6.1771,0.6138,0.33,6.1878,5.9578,6.5665,0.5477
0.7487,0.4701,0.0531,3.0883,0.0604,8.8033,8.5402,0.3279,0.2638,8.0897
0.0135,0.2449,0.229,0.478,0.0711,3.1247,9.564,4.4954,7.4382,0.6077
0.0067,0.5732,1.4156,0.9513,0.07,5.8968,9.462,7.6309,8.746,0.4605
0.0078,1.42,3.1731,1.822,1.0368,3.0051,8.216,7.7466,8.4078,0.4347
0.0406,0.1219,0.6588,0.4304,0.6555,5.9728,9.4233,1.0815,0.1793,7.7222
0.0286,0.4992,1.1127,1.9516,0.8534,7.9199,9.0387,0.2986,0.359,6.4068
0.0342,0.4227,1.5417,1.2564,0.0178,8.564,9.4243,4.25,5.1583,1.7348
0.0433,0.9497,3.3364,0.7529,0.0831,0.0994,8.0367,6.1833,7.3365,0.3672
1.3199,8.9326,8.2041,0.2702,8.2886,0.0015,0.0129,0.1395,0.1059,0.0966
0.025,0.1265,0.915,0.5169,0.0631,4.7331,8.7329,0.0953,0.0227,6.7137
0.0385,0.272,0.1758,1.8105,0.1588,7.1906,9.4797,1.0447,1.1378,7.7199
0.0171,1.4632,0.6588,3.9186,0.67,0.1177,8.698,7.7308,6.4648,0.0747
0.0344,0.2786,1.3711,0.0649,0.2453,8.3829,9.7897,0.8595,2.235,1.6177
0.9685,0.2222,0.1547,1.6169,0.0913,8.3919,8.8986,1.0124,0.7418,5.3041
0.7154,8.9498,7.7362,0.918,8.7134,0.0039,0.0205,0.2041,0.0978,0.1118
0.3642,0.7294,2.7481,0.2201,0.1013,0.7403,7.7968,6.5831,4.4486,0.6037
0.0167,0.0641,0.1015,0.5569,0.2041,7.5345,9.8506,0.1959,0.1908,6.5259
0.3769,0.4101,2.2227,0.8104,0.2645,7.7181,9.7386,6.9034,6.6319,0.616
0.018,0.875,1.3899,2.7322,0.1237,6.9397,9.804,1,5.2336,0.3059
0.0265,0.1082,0.3793,0.2091,0.014,0.548,8.4221,4.377,7.1165,0.0467
0.1351,0.2871,1.6746,0.2499,0.5576,6.0326,8.7868,2.9941,1.5398,1.6487
0.0375,1.1953,0.7065,3.9983,0.7267,1.8313,8.5618,5.0844,4.2798,2.2635
0.1825,0.7384,1.6921,1.947,0.4603,4.8395,9.2972,2.7529,5.3317,0.8665
0.0244,0.2242,1.4003,0.3717,0.1362,3.5571,9.6918,5.0908,8.5569,0.211
0.0633,0.1162,0.7669,0.0954,0.0114,8.9674,9.5585,2.1457,1.0917,5.0033
0.8684,7.1053,5.4636,1.2087,7.8385,0.003,0.0366,0.401,0.1535,0.1163
0.0686,0.1366,0.6603,0.7262,0.1121,8.2136,8.7563,4.3742,2.89,1.103
0.0252,0.2934,1.6205,0.391,0.1828,6.0922,7.9064,0.6466,0.6262,7.7869
0.0993,0.2075,1.4265,0.3834,0.5325,7.795,7.2241,0.7543,0.0796,8.5955
0.0226,0.1539,0.7111,0.6683,0.2693,8.2725,9.0863,4.841,2.176,3.4506
0.1528,0.2434,1.7505,0.3026,0.2084,7.2114,9.2393,2.2637,1.7492,2.9841
0.0095,2.4156,0.469,3.8746,0.3134,7.7996,9.5071,3.9204,8.5671,0.8879
0.0218,0.8258,0.9645,3.0286,0.7934,2.5741,9.0577,6.308,4.734,0.9619
0.0208,0.9141,0.4543,3.6569,0.3611,6.4639,8.9019,1.5122,0.3318,5.3502
0.694,9.0188,0.2509,7.5427,7.2121,0.002,0.0289,0.3049,0.1389,0.0918
0.0329,0.8159,0.6244,1.8555,0.605,5.7163,9.5449,1.8731,0.0615,6.4413
0.3099,1.9537,1.2889,4.948,0.177,2.7102,8.7899,5.1401,6.0537,1.2859
0.2574,0.465,0.3332,2.6562,0.8855,6.3127,9.6558,0.5134,0.1582,8.0338
0.0135,0.5553,1.7257,2.0743,0.3848,7.5653,9.535,5.0596,2.7313,1.9375
0.0164,1.6573,0.2936,4.1727,1.6371,2.5552,8.6122,7.1359,5.1396,0.757
0.016,0.4747,1.6549,0.7735,0.7332,0.1572,7.4626,7.2078,4.8869,0.2424
0.3336,0.2269,0.3947,0.6903,0.0439,7.2496,9.7371,8.8277,9.4489,0.0272
0.0128,0.7164,2.184,2.0844,0.1308,7.7426,9.7017,5.1735,5.2523,0.8887
1.3962,0.8241,1.0739,1.4095,0.4346,6.2823,9.5163,1.7894,0.41,7.1597
0.0076,1.3984,1.0082,4.8662,0.7185,5.719,9.1478,0.6365,0.0464,7.9257
0.0177,0.6131,0.3031,3.5197,0.4936,7.1377,9.5293,2.7854,0.9749,3.1858
0.2677,9.1867,1.8413,5.2635,8.7489,0.0025,0.0165,0.1845,0.1139,0.0993
0.0088,0.9441,0.3885,3.6723,0.4144,4.8027,8.8325,0.0193,0.0436,4.7357
0.0238,0.6109,0.3617,2.6454,0.0216,8.5031,9.7337,0.6033,0.8915,3.8624
0.023,0.3195,1.4095,0.6543,0.1024,7.8777,8.4428,2.4162,4.0052,2.638
0.0601,0.0992,0.711,0.1139,0.3262,6.5677,9.6119,8.1573,5.7647,0.4338
0.0262,0.3497,0.4338,0.7903,1.0842,5.7826,7.2831,0.8373,0.1469,7.5854
0.0069,1.2194,1.5056,2.28,0.9734,5.7783,8.3468,0.2118,0.0132,8.0728
0.0147,0.2449,1.1862,0.4861,0.1294,8.4475,8.9581,6.3758,9.3116,0.0667
0.0095,0.9021,1.2608,2.15,0.711,5.0868,7.5302,2.5078,0.4655,5.3312
0.5798,0.5406,1.3362,2.0803,0.0414,8.9487,8.6333,1.4544,1.2713,5.7049
0.0326,8.5467,1.0531,7.3445,8.0812,0.0024,0.0287,0.2644,0.0882,0.1119
0.0204,0.7577,0.5506,2.6983,0.0413,7.2849,7.9651,4.6084,2.4912,2.7356
0.009,1.0341,0.8286,3.0472,0.7722,2.0208,8.3493,0.6372,0.8831,4.5771
0.013,0.067,0.3846,0.4689,0.109,2.1974,9.1343,6.6383,5.5998,0.8827
0.0133,0.4375,2.1069,1.0573,0.1819,8.7273,8.9877,1.0647,0.5978,5.388
0.0085,1.9445,2.4614,3.4334,0.8666,1.5466,8.1098,5.9281,3.6001,0.6186
0.0121,1.0357,0.5284,2.6994,0.8317,5.0835,9.6705,6.3809,5.4014,1.0651
0.8092,0.3998,0.9206,0.9436,0.4952,7.6788,9.2993,1.1342,0.3975,8.4504
0.5,0.0553,0.1633,0.4749,0.0364,7.1064,8.1968,0.2336,0.1776,3.8857
1.4387,8.3865,0.2873,6.1405,8.4045,0.0016,0.0186,0.1358,0.1005,0.1
0.0155,0.31,0.2897,0.8624,0.7445,5.5428,9.3567,2.7112,0.3412,5.6063
0.7313,0.4908,1.5602,0.8943,0.9631,7.5093,9.5369,0.1067,1.0626,5.0581
0.9258,8.4702,4.9451,1.9728,8.6315,0.0024,0.0166,0.1652,0.1159,0.1066
0.0723,0.2547,0.1398,1.7948,0.0613,1.4102,9.353,1.3786,1.0074,4.513
0.2056,0.871,1.1843,1.8862,0.4295,6.4043,9.7122,5.1117,8.061,0.9238
0.0323,0.3375,0.7084,0.6221,0.247,0.0947,8.9398,7.7397,2.1168,0.3083
0.0151,0.4713,0.6257,2.131,0.1838,8.789,9.6813,6.0779,2.397,2.6861
0.0146,0.2553,1.5668,0.2909,0.1743,0.0985,7.2134,8.033,9.3765,0.0811
0.0148,0.7727,0.4208,3.0319,0.285,3.8196,8.7175,4.3083,6.0181,1.7642
0.0353,0.5437,0.1681,2.7857,0.0646,8.6901,9.7496,2.8511,4.8142,1.1442
0.0388,0.6757,2.5964,0.7481,1.0023,7.5285,9.2201,0.4986,0.0151,7.1741
0.0127,1.0923,1.0865,3.1158,1.04,1.9716,8.0467,4.8602,2.8974,1.949
0.0482,0.2558,0.6141,0.4469,0.0473,8.4535,9.683,6.8667,8.4708,0.3666
0.0624,0.4953,0.9468,1.4892,1.7516,6.1053,8.7239,0.1547,0.2811,4.7778
0.0277,1.259,1.5036,1.3097,0.1413,8.3289,9.8706,7.4492,7.2883,0.2108
0.0571,0.4711,0.0426,2.3304,0.0278,8.2223,9.5476,1.4718,0.0871,6.7542
0.0198,0.1623,1.0285,0.0794,0.3547,7.0328,9.4495,2.9971,6.4732,0.4012
0.0447,0.4439,0.275,2.2763,0.1017,8.57,9.575,1.6957,4.4706,1.7216
0.6507,0.6188,0.9278,1.9605,0.3624,4.8791,9.4773,1.1259,1.1648,4.4895
0.0848,0.6002,1.064,2.3721,0.462,1.589,6.9294,0.6,1.3096,4.2727
0.0103,0.5328,0.8615,1.919,0.5183,3.6305,8.9372,7.7968,8.4604,0.2321
0.0805,9.0652,1.8278,6.3991,8.4339,0.0135,0.0197,0.2304,0.0967,0.2146
0.0971,1.5355,1.5548,1.6629,1.1071,1.0206,8.5895,7.7449,7.5037,0.1836
0.0222,0.3577,0.7013,1.1575,0.197,7.2347,9.657,1.3263,5.0215,0.4934
0.055,0.5651,1.4866,0.4643,0.4071,6.2864,9.0989,0.3848,0.3973,5.5982
0.237,8.187,3.9396,1.5449,8.0329,0.007,0.0306,0.2942,0.095,0.1259
0.0094,0.9382,3.1163,1.0046,0.5094,0.4854,7.9382,5.5038,7.6979,0.1599
0.0315,0.4501,2.9991,0.0588,0.0961,8.6583,9.3216,1.2408,0.8053,4.7405
0.0538,0.3857,1.2485,1.4598,0.2238,0.2086,8.1604,4.026,1.5733,0.5411
0.0095,1.1787,2.576,1.5494,0.7179,4.0305,8.2166,1.802,1.3301,7.0597
0.1874,0.2996,0.9076,1.4703,0.7188,7.8375,9.2469,1.3368,2.1561,0.9363
0.0902,0.195,0.8089,0.851,0.2682,7.985,9.6671,0.9049,0.342,5.7197
0.6492,0.4931,0.1093,3.0983,0.2485,6.1424,7.6765,3.7504,1.0159,5.9593
0.0216,0.6044,0.1009,3.4678,0.2352,7.1413,9.6234,2.449,0.2935,4.0825
2.5245,8.5279,4.2729,0.6173,4.8462,0.1047,0.1275,0.4414,0.3986,0.3888
0.04,0.7512,2.4819,0.5525,0.3689,7.3952,9.6445,5.6927,4.2435,1.1759
0.3484,6.6661,3.4705,1.0454,6.5435,0.0032,0.0853,0.5178,0.2279,0.095
0.0234,0.6764,1.125,1.9707,0.3935,6.559,9.2629,7.879,8.1935,0.1428
0.1978,8.3055,4.7273,1.8917,7.7661,0.003,0.0185,0.1623,0.1029,0.1262
0.0998,0.6484,1.2109,1.5058,0.3086,6.8581,9.2995,2.1041,0.9906,3.7473
0.025,1.2703,2.4734,1.3805,1.1175,0.1215,7.408,5.9044,1.2407,0.2011
0.0498,8.7931,1.0956,5.3339,8.6719,0.002,0.0174,0.1486,0.1003,0.1049
0.0376,0.5176,0.4555,1.2365,0.1574,7.7194,9.6746,2.6656,0.7203,2.726
0.2144,0.3527,0.1319,1.7756,0.2122,0.9941,8.4124,7.2243,4.4324,0.9885
0.0055,2.2182,1.0899,3.1639,0.2577,5.7729,9.2288,0.4419,0.5674,6.9624
0.0116,0.3694,0.5642,1.3361,0.5996,5.6904,8.9263,3.3864,2.3747,2.8066
0.0669,0.3777,0.3373,2.0084,0.1412,8.1977,8.1596,1.8141,0.9409,3.6694
0.1691,0.9177,3.5045,0.6899,0.9028,0.1213,7.9005,8.6833,8.4807,0.1121
0.2713,8.4069,2.641,3.0724,6.5422,0.0031,0.024,0.2635,0.1478,0.1153
0.0343,0.0733,0.5546,0.4893,0.038,6.5777,9.1663,6.9035,1.431,4.4702
0.0354,1.6779,0.0372,3.7312,0.0913,4.9037,6.448,1.7363,0.2036,4.0721
0.0112,0.9658,1.5677,1.5096,0.2452,3.6948,8.9267,4.9041,2.271,4.2886
0.0088,1.1641,1.9125,2.5976,0.6631,5.2826,7.8448,2.8288,0.8569,5.281
0.0211,8.8746,0.1037,7.7889,8.2528,0.0036,0.0223,0.213,0.1044,0.1034
0.0122,0.6321,0.4512,2.708,0.3701,7.7465,9.6063,1.058,0.2714,4.9558
0.1699,0.2591,1.6156,0.4064,0.1731,8.6012,9.7739,8.2304,8.346,0.1216
1.4118,8.0102,4.4156,1.5779,4.1393,0.0038,0.0916,0.1,0.1495,0.0915
0.0219,1.3456,1.1532,4.3969,1.4438,1.9716,8.8901,7.8757,6.7151,0.1812
0.0188,0.4385,1.8168,0.6,0.5017,4.7646,9.2777,0.3528,1.0793,2.145
0.1531,0.5278,0.1725,0.5548,0.0564,0.303,8.1916,4.7991,8.6708,0.2792
0.5074,0.5755,1.2076,1.4545,0.4721,3.3922,6.5955,0.7533,0.2087,7.4967
0.091,0.062,0.6308,0.1365,0.0962,8.1812,8.3337,0.6919,0.0083,8.5316
1.051,8.1282,8.1169,0.2575,4.8158,0.0055,0.0404,0.3488,0.1561,0.1127
0.0068,1.2795,3.5269,1.3524,0.2244,7.2427,9.4854,3.8914,2.9004,2.5781
0.0188,0.3795,0.2322,1.9989,0.3401,5.9572,9.5742,7.1768,6.1074,1.2896
0.2536,0.0565,0.4451,0.4208,0.0391,8.5461,9.697,4.5992,8.1063,0.1514
0.0137,0.2363,0.3769,0.1695,0.3131,4.8234,9.3547,2.4636,1.937,3.8551
0.0373,0.4518,1.4638,0.6778,0.3842,6.9024,9.692,1.4561,1.0937,6.7403
0.0037,2.7826,0.6287,4.221,0.1263,7.6999,9.7391,5.5457,9.4689,0.0091
0.2164,0.3438,0.5527,0.0655,0.8455,0.1716,7.8919,8.0238,9.2795,0.1058
0.0688,1.7155,0.3758,4.3278,0.9944,1.2225,7.517,0.5151,1.2578,2.5854
0.0089,1.4166,0.2156,4.8018,1.0654,0.0683,8.0716,6.3452,5.4853,0.2374
1.494,8.2988,6.0281,1.0679,7.4801,0.0021,0.0232,0.246,0.1059,0.0973
0.0241,0.2095,1.6064,0.3648,0.1622,7.6468,9.5555,0.7277,1.6067,3.3246
0.0243,0.5747,1.5394,1.7041,0.2127,0.1331,8.2589,5.6288,2.6853,0.0697
0.0108,2.906,1.7479,4.7846,1.1614,0.2234,6.2275,7.2555,7.9681,0.0918
0.7398,0.6296,1.8965,1.1679,0.697,5.8651,9.5287,5.6113,2.379,1.4837
0.0245,1.0839,0.6723,3.1043,0.4694,6.6708,9.7372,0.6353,0.7694,7.3481
0.4524,1.0621,0.1852,4.2333,0.9245,5.3802,9.7783,5.3343,6.4728,0.2559
0.0389,0.3688,0.8522,0.5762,0.4655,7.9166,9.7416,2.2325,4.7427,0.8452
0.0145,0.7735,1.9041,1.1345,0.3054,5.4339,9.1622,2.0863,0.3463,7.1177
0.0691,0.2347,1.3382,0.1856,0.2571,8.4122,9.5245,0.1263,0.2375,7.8645
0.397,0.2263,0.7013,0.4891,0.0903,8.8983,8.9576,0.5288,0.2184,7.7294
0.0158,1.1096,2.3295,1.4706,2.9304,0.0297,8.8656,8.6833,9.1895,0.0485
0.0296,0.5947,2.3544,1.006,0.5465,5.8795,9.342,3.2102,1.095,2.7433
0.071,0.8626,3.0032,0.6251,1.3607,4.0003,8.9285,0.4662,0.9588,4.9527
0.0076,0.5865,0.9899,1.0173,0.1055,8.7089,9.8508,8.4594,9.0552,0.1136
0.0175,5.6118,0.8672,1.8758,6.887,0.003,0.0526,0.5154,0.2426,0.1009
0.0159,0.133,0.4093,0.1586,0.053,8.2506,9.3675,0.5582,0.105,7.8413
0.0445,0.0464,0.45,0.1373,0.0492,8.7308,8.9248,1.6098,0.3322,6.768
0.3549,0.5221,1.7674,0.774,0.2859,8.1848,9.4053,3.5332,0.1379,6.7265
0.0221,0.824,0.7033,2.1494,1.0511,0.075,7.5427,2.278,7.4953,0.1939
0.8907,0.6661,2.1746,0.1794,0.3494,7.5845,5.7362,0.012,0.0041,8.3188
0.0289,0.7221,1.283,1.2497,0.0214,8.6516,9.7612,3.3701,4.2134,1.0131
0.0724,1.1897,4.3252,1.5953,0.9225,2.718,7.8892,0.1273,0.1857,5.8787
0.0581,0.203,0.5577,0.355,0.295,7.9088,9.7787,3.7454,5.7778,0.9866
0.0213,0.2742,1.027,0.6776,0.1407,7.9264,9.1783,2.4985,0.1876,8.2184
0.0157,1.2989,2.0065,1.8791,0.9423,0.0857,6.6782,5.7546,8.8877,0.1143
0.0271,0.0875,0.3867,0.4073,0.1584,7.2872,9.3844,7.0788,0.2202,6.3414
0.0139,0.3577,0.6705,1.076,0.3253,8.5279,9.3141,0.4446,0.0143,8.7517
0.3521,1.1176,2.3256,1.4981,0.6444,1.6133,7.2023,3.8955,0.519,4.7776
0.0379,0.9999,0.9192,3.1014,0.1189,8.3738,9.157,2.5961,1.5523,4.1139
0.7285,8.7909,8.3062,0.4633,7.5367,0.0123,0.0264,0.2243,0.1253,0.1259
0.1201,0.5317,2.3968,0.3108,0.2264,2.8307,9.3801,1.073,0.7195,5.2932
0.0141,0.1232,0.8916,0.2556,0.1219,8.4457,9.1527,2.1352,0.6183,5.4283
0.0092,3.2449,5.3401,0.0259,0.1084,0.4671,6.2866,2.7507,2.4702,2.1544
0.0285,9.202,0.3471,7.3572,8.9153,0.0057,0.0195,0.1374,0.116,0.125
0.0286,0.1173,0.5001,0.2879,0.0193,8.6111,9.5902,4.3795,0.2309,4.3579
0.0245,0.2151,1.6671,0.1385,0.0465,5.7897,7.3805,0.3724,0.2954,7.3008
0.17,0.1322,0.7046,0.4433,0.0579,4.3444,8.8978,0.8869,0.1039,7.3555
0.2316,1.1005,0.5827,1.923,0.8012,0.1084,7.3964,8.0979,9.4289,0.0311
0.0109,2.547,0.5802,3.4972,0.1944,6.1657,9.682,4.6894,6.3566,0.8047
0.0673,0.9005,0.1144,3.9331,0.211,0.1948,8.5737,0.7737,6.3589,0.2561
0.0276,0.0325,0.2207,0.1272,0.0227,7.853,9.6002,3.2272,7.1308,1.0271
0.0265,0.2797,1.2112,0.7932,0.9108,5.3122,8.8846,3.3311,0.8455,4.8282
0.472,2.0301,1.5224,3.759,1.9254,0.0284,6.6066,3.1248,8.7081,0.0292
0.5802,8.5044,3.039,1.9344,8.1768,0.0021,0.0136,0.1277,0.1037,0.1124
0.0153,0.4205,0.1972,1.1893,0.0169,8.3743,9.5352,1.173,0.0377,8.1443
0.0088,1.3498,3.2733,0.8417,0.0875,0.6565,7.8379,2.9208,0.5688,3.1175
0.0489,0.395,0.9328,0.741,0.1535,8.5239,9.6445,0.55,0.2587,7.4004
0.0083,0.8768,0.1101,4.1231,0.3695,6.2106,8.6398,3.1592,1.1574,6.5569
0.3134,0.4379,1.343,0.3888,0.4727,3.6391,8.9675,2.5273,0.9012,4.507
0.0258,0.5012,2.0547,0.2091,0.5297,6.6215,9.4458,1.7146,1.3995,3.6402
0.4246,0.3222,0.4789,0.7945,0.3789,7.4402,7.2973,1.6792,0.1635,7.969
0.0144,1.1527,0.8923,2.3063,0.8464,6.9887,8.9832,2.6315,2.5868,1.9795
1.7299,4.1073,0.3928,2.9097,2.58,0.0139,0.3536,0.2928,0.5162,0.1862
0.0124,1.0445,1.926,1.9507,0.2398,4.3318,9.5342,8.452,8.7871,0.0722
0.0171,0.201,0.5801,0.7117,0.0341,6.1272,9.7447,0.6604,0.154,6.3119
0.0144,1.7394,0.676,5.1073,0.2028,6.7959,9.7532,1.8767,0.271,2.605
0.0491,0.4872,2.5754,0.8968,0.2045,7.7707,8.8347,5.5105,0.2505,6.5371
0.0044,2.0786,1.0559,4.6938,0.9069,4.3834,9.3349,4.1698,4.8901,1.114
1.0697,0.4578,0.6068,0.4551,0.282,8.4866,8.6989,8.2492,9.3502,0.0949
1.7601,8.9746,1.4866,2.8182,3.7812,0.0043,0.0132,0.1775,0.1009,0.112
0.0123,1.3312,3.3774,0.9619,0.0302,7.7268,9.6871,1.0139,3.9231,1.5377
0.0128,0.8148,3.5174,1.3231,0.2677,8.5576,9.7492,8.8235,8.3949,0.1028
0.0219,0.2461,0.9088,0.2687,0.4565,2.3657,9.2863,8.1862,5.4091,0.5749
0.0203,0.961,1.6173,1.3216,0.5511,6.0094,9.602,4.8793,5.5912,1.5246
0.1213,1.3283,3.7604,0.4504,0.7477,7.2805,9.5592,2.1955,0.2068,6.0303
